"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Resident Evil 4","GC",2005,"Action","Capcom",0.98,0.42,0.22,0.06,1.69
"Call of Duty Black Ops: Declassified","PSV",2012,"Action","Activision",0.8,0.52,0.07,0.3,1.69
"Star Wars Battlefront: Renegade Squadron","PSP",2007,"Shooter","LucasArts",0.9,0.47,0,0.32,1.68
"World Championship Poker: Featuring Howard Lederer - All In","PS2",2006,"Misc","Oxygen Interactive",0.82,0.64,0,0.22,1.68
"NFL GameDay 98","PS",1997,"Sports","Sony Computer Entertainment",1.58,0.06,0,0.04,1.68
"LEGO Batman 2: DC Super Heroes","X360",2012,"Action","Warner Bros. Interactive Entertainment",0.9,0.64,0,0.15,1.68
"Yoshi's Cookie","GB",1992,"Puzzle","Nintendo",0.59,0.24,0.82,0.03,1.68
"Time Crisis","PS",1997,"Shooter","Namco Bandai Games",0.38,0.87,0.33,0.1,1.68
"The Sims: Superstar","PC",2003,"Simulation","Electronic Arts",1.67,0,0,0,1.68
"Star Wars The Clone Wars: Lightsaber Duels","Wii",2008,"Action","LucasArts",1.23,0.3,0,0.14,1.68
"MySims","Wii",2007,"Simulation","Electronic Arts",0.91,0.55,0.04,0.17,1.68
"Metroid Fusion","GBA",2002,"Action","Nintendo",1.18,0.27,0.17,0.06,1.68
"Shaun White Snowboarding: Road Trip","Wii",2008,"Sports","Ubisoft",0.94,0.57,0,0.17,1.67
"SSX 3","PS2",2003,"Sports","Electronic Arts",0.93,0.52,0,0.22,1.67
"Big Beach Sports","Wii",2008,"Sports","THQ",0.45,1.02,0,0.2,1.67
"Madden NFL 2001","PS",2000,"Sports","Electronic Arts",1.58,0.05,0,0.04,1.67
"Fight Night Round 3","PS3",2006,"Fighting","Electronic Arts",0.81,0.59,0.01,0.26,1.67
"Knack","PS4",2013,"Platform","Sony Computer Entertainment Europe",0.43,0.67,0.42,0.15,1.67
"Star Wars: Battlefront II","XB",2005,"Shooter","Activision",1.22,0.39,0,0.06,1.67
"Disney's DuckTales","NES",1989,"Platform","Capcom",0.91,0.3,0.42,0.04,1.67
"Tony Hawk's Pro Skater 3","PS",2001,"Sports","Activision",1.09,0.49,0.02,0.07,1.67
"""Monsters, Inc.""","GBA",2001,"Adventure","THQ",0.59,0.95,0.03,0.1,1.67
"StarCraft II: Heart of the Swarm","PC",2013,"Strategy","Activision",0.82,0.65,0,0.19,1.67
"PGR: Project Gotham Racing 2","XB",2003,"Racing","Microsoft Game Studios",0.97,0.59,0.04,0.07,1.67
"Spy Hunter","PS2",2001,"Racing","Midway Games",1.13,0.32,0,0.22,1.67
"NCAA Football 2004","PS2",2003,"Sports","Electronic Arts",1.35,0.09,0,0.23,1.67
"SpongeBob SquarePants: Battle for Bikini Bottom","PS2",2003,"Platform","THQ",1.08,0.45,0,0.14,1.67
"Dying Light","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.63,0.66,0.11,0.26,1.66
"Heavenly Sword","PS3",2007,"Action","Sony Computer Entertainment",0.57,0.73,0.06,0.3,1.66
"Street Fighter II': Special Champion Edition","GEN",1992,"Fighting","Sega",1,0.3,0.31,0.04,1.66
"SSX","PS2",2000,"Sports","Electronic Arts",0.78,0.61,0.06,0.2,1.66
"Max Payne 3","X360",2012,"Shooter","Take-Two Interactive",0.86,0.64,0.01,0.14,1.66
"NBA Ballers","PS2",2004,"Sports","Midway Games",0.81,0.63,0,0.21,1.66
"Need for Speed Carbon","X360",2006,"Racing","Electronic Arts",0.76,0.7,0.02,0.18,1.66
"NBA Live 2003","PS2",2002,"Sports","Electronic Arts",1.25,0.15,0.03,0.22,1.66
"Dragon Ball Z: Budokai Tenkaichi","PS2",2005,"Fighting","Atari",0.96,0.12,0.54,0.04,1.66
"Ms. Pac-Man","2600",1981,"Puzzle","Atari",1.54,0.1,0,0.02,1.65
"Mario Party 6","GC",2004,"Misc","Nintendo",0.9,0.11,0.6,0.05,1.65
"Super Scope 6","SNES",1991,"Shooter","Nintendo",1.06,0.38,0.15,0.05,1.65
"Go Vacation","Wii",2011,"Misc","Namco Bandai Games",0.48,0.68,0.33,0.16,1.65
"Dragon Quest V: Tenkuu no Hanayome","PS2",2004,"Role-Playing","Enix Corporation",0,0,1.65,0,1.65
"Army of Two","X360",2008,"Shooter","Electronic Arts",1.09,0.38,0.02,0.16,1.65
"Dragon Quest IV: Chapters of the Chosen","DS",2007,"Role-Playing","Square Enix",0.32,0.02,1.27,0.03,1.64
"Kirby & the Amazing Mirror","GBA",2004,"Platform","Nintendo",0.8,0.05,0.76,0.03,1.64
"LEGO Pirates of the Caribbean: The Video Game","Wii",2011,"Action","Disney Interactive Studios",0.76,0.72,0,0.16,1.64
"Dig Dug","2600",1982,"Puzzle","Atari",1.52,0.1,0,0.02,1.64
"Tom Clancy's Rainbow Six","PS",1999,"Shooter","Red Storm Entertainment",0.93,0.63,0,0.08,1.64
"Ghosts 'n Goblins","NES",1986,"Action","Capcom",0.74,0.26,0.61,0.03,1.64
"Tiger Woods PGA Tour 2003","PS2",2002,"Sports","Electronic Arts",0.8,0.63,0,0.21,1.64
"NBA Live 06 (All region sales)","PS2",2005,"Sports","Electronic Arts",1.44,0.15,0,0.05,1.64
"Prince of Persia: Warrior Within","PS2",2004,"Action","Ubisoft",0.54,0.88,0,0.22,1.64
"Kinectimals","X360",2010,"Simulation","Microsoft Game Studios",1.02,0.48,0,0.14,1.64
"Until Dawn","PS4",2015,"Adventure","Sony Computer Entertainment Europe",0.44,0.89,0.05,0.25,1.64
"ESPN NFL 2K5","XB",2004,"Sports","Sega",1.54,0.02,0,0.07,1.63
"Viva Pinata","X360",2006,"Simulation","Microsoft Game Studios",0.45,0.96,0.02,0.2,1.63
"Pikmin","GC",2001,"Strategy","Nintendo",0.78,0.25,0.56,0.04,1.63
"Call of Duty: Black Ops","PC",null,"Shooter","Activision",0.58,0.81,0,0.24,1.63
"Sonic Generations","PS3",2011,"Platform","Sega",0.6,0.73,0.02,0.28,1.63
"Tiger Woods PGA Tour 2004","PS2",2003,"Sports","Electronic Arts",1.18,0.34,0,0.1,1.63
"Ape Escape","PS",1999,"Platform","Sony Computer Entertainment",0.71,0.48,0.32,0.11,1.63
"NBA 2K15","X360",2014,"Sports","Take-Two Interactive",1.33,0.14,0,0.15,1.63
"NCAA Football 2005","PS2",2004,"Sports","Electronic Arts",1.32,0.09,0,0.22,1.62
"Just Cause 2","X360",2010,"Action","Square Enix",0.59,0.85,0.02,0.17,1.62
"Rock Band","PS3",null,"Misc","Electronic Arts",0.99,0.41,0,0.22,1.62
"Tony Hawk's American Wasteland (Old all region sales)","PS2",2005,"Sports","Activision",0.8,0.63,0.01,0.19,1.62
"Rage","X360",2011,"Shooter","Bethesda Softworks",0.82,0.61,0.03,0.15,1.62
"Mario Hoops 3 on 3","DS",2006,"Sports","Nintendo",0.99,0.04,0.49,0.1,1.62
"Kirby Air Ride","GC",2003,"Racing","Nintendo",1.01,0.11,0.45,0.04,1.62
"Sled Storm","PS",1998,"Racing","Electronic Arts",0.9,0.61,0,0.11,1.62
"Pokemon Battle Revolution","Wii",2006,"Role-Playing","Nintendo",0.8,0.38,0.3,0.13,1.61
"NFL Street 2","PS2",2004,"Sports","Electronic Arts",0.79,0.62,0,0.21,1.61
"Gears of War: Judgment","X360",2013,"Shooter","Microsoft Game Studios",0.92,0.53,0.03,0.13,1.61
"Baseball","GB",1989,"Sports","Nintendo",0.66,0.27,0.65,0.03,1.61
"Yu-Gi-Oh! Duel Monsters","GB",1998,"Strategy","Konami Digital Entertainment",0,0,1.61,0.01,1.61
"Super Mario Strikers","GC",2005,"Sports","Nintendo",0.98,0.38,0.2,0.04,1.61
"Buzz! The Music Quiz","PS2",2005,"Misc","Sony Computer Entertainment",0,1.18,0,0.43,1.61
"SpongeBob's Atlantis SquarePantis","DS",2007,"Action","THQ",1.5,0,0,0.11,1.61
"Far Cry 4","XOne",2014,"Shooter","Ubisoft",0.79,0.68,0.01,0.13,1.61
"Dance Dance Revolution: Hottest Party 2","Wii",2008,"Simulation","Konami Digital Entertainment",0.95,0.48,0.01,0.15,1.6
"Moshi Monsters: Moshling Zoo","DS",2011,"Misc","Activision",0.4,0.99,0,0.22,1.6
"Dollar Dash","PS2",2005,"Action","Take-Two Interactive",1.3,0.23,0,0.07,1.6
"Far Cry 2","X360",2008,"Action","Ubisoft",0.71,0.69,0.02,0.18,1.6
"F-1 World Grand Prix","N64",1998,"Racing","Video System",0.46,0.96,0.09,0.08,1.6
"River Raid","2600",1981,"Shooter","Activision",1.49,0.09,0,0.02,1.6
"Silent Hill","PS",1999,"Action","Konami Digital Entertainment",0.71,0.48,0.3,0.1,1.6
"Dragon Quest V: Hand of the Heavenly Bride","DS",2008,"Role-Playing","Square Enix",0.19,0.02,1.36,0.02,1.6
"No Man's Sky","PS4",2016,"Action","Hello Games",0.58,0.74,0.02,0.26,1.6
"Sonic Heroes","GC",2003,"Platform","Sega",1.05,0.44,0.06,0.04,1.6
"ESPN NBA 2K5","PS2",2004,"Sports","Global Star",1.26,0.12,0,0.21,1.59
"Diablo","PC",1996,"Role-Playing","Activision",0.01,1.58,0,0,1.59
"The Legend of Zelda: Twilight Princess","GC",2006,"Action","Nintendo",1.15,0.36,0.04,0.04,1.59
"Soul Edge","PS",1996,"Fighting","Sony Computer Entertainment",0.61,0.41,0.46,0.1,1.59
"Devil May Cry 4","PS3",2008,"Action","Capcom",0.58,0.46,0.34,0.21,1.59
"Mario Bros.","2600",1982,"Platform","Atari",1.48,0.09,0,0.02,1.59
"Pro Evolution Soccer 2008","PS3",2007,"Sports","Konami Digital Entertainment",0.04,1.1,0.32,0.13,1.59
"SoulCalibur IV","X360",2008,"Fighting","Ubisoft",0.92,0.44,0.07,0.15,1.59
"LEGO Harry Potter: Years 1-4","X360",2010,"Action","Warner Bros. Interactive Entertainment",0.95,0.5,0,0.14,1.59
"NASCAR 2000","PS",1999,"Racing","Electronic Arts",0.88,0.6,0,0.1,1.59
"Wolfenstein: The New Order","PS4",2014,"Shooter","Bethesda Softworks",0.47,0.8,0.03,0.29,1.58
"Carnival Games: Mini Golf","Wii",2008,"Sports","Take-Two Interactive",0.87,0.56,0,0.15,1.58
"Guitar Hero: On Tour Decades","DS",2008,"Misc","Activision",0.85,0.58,0,0.16,1.58
"MySims Kingdom","DS",2008,"Simulation","Electronic Arts",0.81,0.6,0.01,0.17,1.58
"Jampack Summer 2K","PS",2000,"Misc","Sony Computer Entertainment",0.88,0.6,0,0.1,1.58
"Need for Speed: Most Wanted","X360",2012,"Racing","Electronic Arts",0.62,0.8,0.01,0.15,1.58
"Guitar Hero 5","Wii",2009,"Misc","Activision",0.94,0.49,0,0.15,1.58
"High School Musical 3: Senior Year","DS",2008,"Misc","Disney Interactive Studios",0.64,0.76,0,0.17,1.58
"Kingdom Hearts 3D: Dream Drop Distance","3DS",2012,"Action","Square Enix",0.88,0.26,0.34,0.09,1.58
"Hannah Montana: Music Jam","DS",2007,"Action","Disney Interactive Studios",1.06,0.37,0,0.15,1.58
"Pokemon Mystery Dungeon: Explorers of Sky","DS",2009,"Role-Playing","Nintendo",0.58,0.44,0.44,0.12,1.58
"Spyro 2: Season of Flame","GBA",2002,"Platform","Vivendi Games",0.85,0.65,0,0.08,1.58
"Pro Evolution Soccer 2010","PS2",2009,"Sports","Konami Digital Entertainment",0.1,0.18,0.12,1.16,1.57
"NCAA Football 2002","PS2",2001,"Sports","Electronic Arts",0.77,0.6,0,0.2,1.57
"Conflict: Desert Storm","PS2",2002,"Shooter","Gotham Games",0.98,0.53,0,0.06,1.57
"Mario Party 7","GC",2005,"Misc","Nintendo",0.95,0.11,0.46,0.04,1.57
"Pro Evolution Soccer 2013","PS3",2012,"Sports","Konami Digital Entertainment",0.18,0.64,0.49,0.25,1.56
"Smuggler's Run","PS2",2000,"Racing","Take-Two Interactive",0.77,0.6,0,0.2,1.56
"Fight Night Round 3","PS2",2006,"Fighting","Electronic Arts",1.07,0.4,0,0.1,1.56
"Donkey Kong Classics","NES",1988,"Platform","Nintendo",0.59,0.14,0.81,0.02,1.56
"Twisted Metal","PS",1995,"Action","Sony Computer Entertainment",1.32,0.19,0,0.05,1.56
"Dark Souls III","PS4",2016,"Role-Playing","Namco Bandai Games",0.58,0.44,0.33,0.21,1.56
"Final Fight","SNES",1990,"Action","Capcom",0.67,0.17,0.69,0.03,1.56
"Dragon Quest Monsters 2","GB",2001,"Role-Playing","Enix Corporation",0,0,1.56,0,1.56
"Pokemon Pinball: Ruby & Sapphire","GBA",2003,"Misc","Nintendo",0.68,0.38,0.44,0.05,1.56
"LEGO Marvel Super Heroes","PS4",2013,"Action","Warner Bros. Interactive Entertainment",0.59,0.75,0.01,0.21,1.56
"Mafia II","X360",2010,"Action","Take-Two Interactive",0.84,0.56,0,0.15,1.55
"Dishonored","PS3",2012,"Action","Bethesda Softworks",0.72,0.54,0.04,0.25,1.55
"Stuntman","PS2",2002,"Racing","Atari",0.76,0.59,0,0.2,1.55
"Tom Clancy's Rainbow Six 3","XB",2003,"Shooter","Ubisoft",0.91,0.57,0,0.07,1.55
"Active Life: Outdoor Challenge","Wii",2008,"Sports","Atari",0.79,0.44,0.19,0.14,1.55
"BioShock 2","PS3",2010,"Shooter","Take-Two Interactive",0.85,0.47,0.02,0.22,1.55
"007: The World is not Enough","N64",2000,"Action","Electronic Arts",1.13,0.38,0.02,0.03,1.55
"Spider-Man 2: Enter: Electro","PS",2001,"Action","Activision",0.57,0.87,0.02,0.09,1.55
"Watch Dogs","XOne",2014,"Action","Ubisoft",0.9,0.53,0,0.13,1.55
"Star Wars: The Force Unleashed II","PS3",2010,"Action","LucasArts",0.8,0.53,0,0.22,1.55
"Ni no Kuni: Wrath of the White Witch","PS3",2011,"Role-Playing","Namco Bandai Games",0.6,0.51,0.21,0.23,1.55
"Command & Conquer: Tiberian Sun","PC",1999,"Strategy","Westwood Studios",1.55,0,0,0,1.55
"LEGO Battles: Ninjago","DS",2011,"Strategy","Warner Bros. Interactive Entertainment",1.07,0.36,0,0.12,1.55
"Mario Party 10","WiiU",2015,"Misc","Nintendo",0.69,0.5,0.24,0.11,1.55
"Dead Rising 3","XOne",2013,"Action","Microsoft Game Studios",1.06,0.35,0.01,0.12,1.54
"Resident Evil: The Umbrella Chronicles","Wii",2007,"Action","Capcom",0.68,0.43,0.29,0.14,1.54
"Fire Emblem Fates","3DS",2015,"Role-Playing","Nintendo",0.71,0.22,0.52,0.1,1.54
"Dark Cloud","PS2",2000,"Role-Playing","Sony Computer Entertainment",0.83,0.44,0.08,0.19,1.54
"Warcraft III: The Frozen Throne","PC",2003,"Strategy","Activision",0.58,0.87,0,0.09,1.54
"Tom Clancy's Ghost Recon Advanced Warfighter","X360",2006,"Shooter","Ubisoft",1.4,0.02,0.02,0.1,1.54
"Disney Fairies: Tinker Bell","DS",2008,"Adventure","Disney Interactive Studios",0.86,0.52,0.01,0.15,1.54
"MVP Baseball 2005","PS2",2005,"Sports","Electronic Arts",1.26,0.07,0,0.21,1.54
"Die Hard Trilogy","PS",1996,"Shooter","Fox Interactive",0.85,0.58,0,0.1,1.54
"Call of Duty: Black Ops II","PC",2012,"Shooter","Activision",0.63,0.69,0,0.21,1.53
"Fight Night Round 4","PS3",2009,"Fighting","Electronic Arts",0.92,0.41,0,0.21,1.53
"MySims Kingdom","Wii",2008,"Simulation","Electronic Arts",0.71,0.65,0.01,0.17,1.53
"The Simpsons Game","DS",2007,"Action","Electronic Arts",0.57,0.79,0,0.17,1.53
"Mortal Kombat 3","SNES",1994,"Fighting","Acclaim Entertainment",1.19,0.29,0,0.05,1.53
"NFL GameDay 99","PS",1998,"Sports","989 Studios",1.44,0.05,0,0.04,1.53
"Call of Duty: Modern Warfare: Reflex Edition","Wii",2009,"Shooter","Activision",0.95,0.43,0,0.14,1.53
"FIFA 17","XOne",2016,"Sports","Electronic Arts",0.17,1.26,0,0.1,1.53
"Mario Golf: Toadstool Tour","GC",2003,"Sports","Nintendo",1.09,0.15,0.25,0.04,1.53
"Tiger Woods 99 PGA Tour Golf","PS",1997,"Sports","Electronic Arts",0.85,0.58,0,0.1,1.53
"Donkey Kong Country: Tropical Freeze","WiiU",2014,"Platform","Nintendo",0.73,0.52,0.15,0.12,1.52
"Dead Space 2","X360",2011,"Shooter","Electronic Arts",0.94,0.45,0,0.13,1.52
"Sonic Rivals 2","PSP",2007,"Racing","Sega",0.44,0.69,0,0.39,1.52
"Knockout Kings","PS",1997,"Fighting","Electronic Arts",1.07,0.39,0,0.06,1.52
"The Simpsons Skateboarding","PS2",2002,"Sports","Electronic Arts",0.36,0.9,0,0.27,1.52
"NASCAR 98","PS",1996,"Racing","Electronic Arts",1.43,0.05,0,0.04,1.52
"F1 Race","NES",1984,"Racing","Nintendo",0,0,1.52,0,1.52
"Xevious","NES",1984,"Shooter","Namco Bandai Games",0.18,0.06,1.27,0.01,1.52
"NASCAR 99","PS",1998,"Racing","Electronic Arts",1.45,0.04,0,0.04,1.52
"NBA Live 2000","PS",1998,"Sports","Electronic Arts",1.43,0.05,0,0.03,1.52
"Mafia II","PS3",2010,"Action","Take-Two Interactive",0.5,0.72,0.04,0.26,1.52
"Call of Duty 3","PS3",2006,"Shooter","Activision",0.6,0.63,0.03,0.26,1.52
"Super Monkey Ball 2","GC",2002,"Puzzle","Atari",1.11,0.31,0.06,0.04,1.52
"Pac-Man World 2","PS2",2002,"Action","Namco Bandai Games",1.26,0.05,0,0.21,1.51
"Madden NFL 15","XOne",2014,"Sports","Electronic Arts",1.3,0.09,0,0.12,1.51
"Sonic & Sega All-Stars Racing","Wii",2010,"Racing","Sega",0.65,0.71,0,0.15,1.51
"LEGO Star Wars III: The Clone Wars","X360",2011,"Action","LucasArts",0.84,0.54,0,0.13,1.51
"Football Manager 2012","PC",2011,"Sports","Sega",0.02,1.16,0,0.34,1.51
"Puzzle & Dragons","3DS",2013,"Role-Playing","GungHo",0,0,1.51,0,1.51
"Mega Man 2","NES",1988,"Action","Capcom",0.93,0.15,0.42,0.01,1.51
"Simpsons Wrestling","PS",2001,"Fighting","Electronic Arts",0.23,1.16,0,0.11,1.51
"NBA Live 98","PS",1997,"Sports","Electronic Arts",1.41,0.06,0,0.04,1.51
"The Simpsons Game","PS2",2007,"Action","Electronic Arts",0.35,0.03,0,1.13,1.51
"Monopoly","PS",1997,"Misc","Hasbro Interactive",1.18,0.27,0,0.05,1.51
"SoulCalibur II","GC",2003,"Fighting","Namco Bandai Games",0.99,0.32,0.11,0.08,1.5
"Resistance 3","PS3",2011,"Shooter","Sony Computer Entertainment",0.64,0.58,0.05,0.23,1.5
"Tokyo Xtreme Racer Zero","PS2",2000,"Racing","Crave Entertainment",0.66,0.52,0.15,0.17,1.5
"Final Fantasy XIV: A Realm Reborn","PC",2010,"Role-Playing","Square Enix",0.86,0.48,0,0.17,1.5
"NFL Blitz","PS",1998,"Sports","Midway Games",1.41,0.05,0,0.04,1.5
"Red Faction II","PS2",2002,"Shooter","THQ",0.49,0.78,0,0.23,1.5
"Super Scribblenauts","DS",2010,"Puzzle","Warner Bros. Interactive Entertainment",1.08,0.31,0,0.11,1.5
"Madden NFL 2001","PS2",2000,"Sports","Electronic Arts",1.19,0.07,0.05,0.2,1.5
"WWF No Mercy","N64",2000,"Fighting","THQ",1.2,0.27,0.02,0.02,1.5
"Ice Climber","NES",1985,"Platform","Nintendo",0.46,0.1,0.92,0.02,1.5
"Sonic CD","SCD",1993,"Platform","Sega",1,0.36,0.09,0.05,1.5
"Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki","NES",1986,"Platform","Hudson Soft",0,0,1.5,0,1.5
"Dead Rising 2","X360",2010,"Action","Capcom",0.75,0.53,0.09,0.12,1.5
"Rock Band 2","PS3",2008,"Misc","MTV Games",1.13,0.2,0,0.16,1.5
"Pac-Man World","PS",1998,"Action","Namco Bandai Games",1.21,0.14,0.1,0.04,1.5
"Disney Sing It: Pop Hits","Wii",2009,"Misc","Disney Interactive Studios",1.08,0.28,0,0.13,1.49
"Final Fantasy: Crystal Chronicles","GC",2003,"Role-Playing","Nintendo",0.72,0.38,0.36,0.04,1.49
"Medal of Honor: Frontline","XB",2002,"Shooter","Electronic Arts",1,0.43,0,0.06,1.49
"Madden NFL 09","PS2",2008,"Sports","Electronic Arts",1.22,0,0,0.27,1.49
"Drawn To Life: SpongeBob SquarePants Edition","DS",2008,"Adventure","THQ",1,0.36,0,0.13,1.49
"Banjo-Tooie","N64",2000,"Platform","Nintendo",0.82,0.36,0.25,0.06,1.49
"Buzz! The BIG Quiz","PS2",2006,"Misc","Sony Computer Entertainment",0,1.1,0,0.39,1.49
"007: Quantum of Solace","X360",2008,"Action","Activision",0.82,0.52,0.01,0.14,1.49
"The Sims 3","Wii",2010,"Simulation","Electronic Arts",0.61,0.73,0,0.15,1.49
"New Play Control! Mario Power Tennis","Wii",2009,"Sports","Nintendo",0.37,0.69,0.28,0.14,1.48
"Bratz: Forever Diamondz","DS",2006,"Adventure","THQ",0.43,0.88,0,0.18,1.48
"Dirge of Cerberus: Final Fantasy VII","PS2",2006,"Shooter","Square Enix",0.47,0.37,0.52,0.12,1.48
"Nintendo World Cup","NES",1990,"Sports","Nintendo",0.28,0.5,0.65,0.05,1.48
"WWF WrestleMania 2000","N64",1999,"Fighting","THQ",1.2,0.25,0.02,0.02,1.48
"Wario Land II","GB",1997,"Platform","Nintendo",0.7,0.35,0.39,0.04,1.48
"Mass Effect 2","PS3",2011,"Role-Playing","Electronic Arts",0.78,0.47,0.03,0.2,1.48
"Major League Baseball 2K5","PS2",2005,"Sports","Take-Two Interactive",0.72,0.56,0,0.19,1.48
"Fight Night 2004","PS2",2004,"Fighting","Electronic Arts",1.08,0.2,0,0.2,1.48
"Tom Clancy's Splinter Cell: Pandora Tomorrow","XB",2004,"Action","Ubisoft",0.82,0.59,0,0.07,1.48
"Imagine: Master Chef","DS",2007,"Simulation","Ubisoft",0.39,0.92,0,0.17,1.47
"Assassin's Creed III: Liberation","PSV",2012,"Action","Ubisoft",0.58,0.55,0.06,0.28,1.47
"SoulCalibur IV","PS3",2008,"Fighting","Ubisoft",0.72,0.41,0.14,0.2,1.47
"Mario Golf","N64",1999,"Action","Nintendo",0.62,0.18,0.65,0.02,1.47
"Disney Princess","GBA",2003,"Platform","THQ",1.04,0.37,0,0.06,1.47
"Fight Night Round 3","X360",2006,"Fighting","Electronic Arts",1.33,0.03,0.01,0.1,1.47
"Metal Gear Rising: Revengeance","PS3",2013,"Action","Konami Digital Entertainment",0.45,0.4,0.44,0.18,1.47
"Chrono Trigger","DS",2008,"Role-Playing","Square Enix",0.69,0.2,0.49,0.09,1.47
"Star Wars: The Force Unleashed II","X360",2010,"Action","LucasArts",0.95,0.4,0,0.12,1.47
"The House of the Dead 2 & 3 Return","Wii",2008,"Shooter","Sega",0.78,0.5,0.03,0.15,1.47
"Disney Princess: Magical Jewels","DS",2007,"Adventure","Disney Interactive Studios",1.15,0.2,0,0.12,1.47
"LittleBigPlanet PS Vita","PSV",2012,"Platform","Sony Computer Entertainment",0.4,0.72,0.02,0.33,1.47
"Xenogears","PS",1998,"Role-Playing","SquareSoft",0.29,0.19,0.89,0.1,1.46
"The SpongeBob SquarePants Movie","GBA",2004,"Platform","THQ",1.02,0.38,0,0.06,1.46
"Tom Clancy's Ghost Recon: Future Soldier","X360",2012,"Shooter","Ubisoft",0.93,0.4,0.02,0.12,1.46
"Battlefield: Bad Company","X360",2008,"Shooter","Electronic Arts",0.81,0.46,0.04,0.15,1.46
"Midway Arcade Treasures","PS2",2003,"Misc","Midway Games",0.72,0.56,0,0.19,1.46
"Wall-E","DS",2008,"Platform","THQ",0.46,0.83,0,0.17,1.46
"Triple Play 99","PS",null,"Sports",null,0.81,0.55,0,0.1,1.46
"Homefront","X360",2011,"Shooter","THQ",0.83,0.48,0.02,0.12,1.46
"Super Monkey Ball","GC",2001,"Puzzle","Atari",0.95,0.37,0.1,0.04,1.46
"Donkey Kong","2600",1981,"Platform","Coleco",1.36,0.08,0,0.02,1.46
"Mortal Kombat 4","PS",1998,"Fighting","GT Interactive",0.81,0.55,0,0.1,1.46
"Mario Superstar Baseball","GC",2005,"Sports","Nintendo",0.93,0.24,0.25,0.04,1.46
"Mass Effect 3","PS3",2012,"Role-Playing","Electronic Arts",0.63,0.59,0.03,0.21,1.46
"LEGO Batman 2: DC Super Heroes","Wii",2012,"Action","Warner Bros. Interactive Entertainment",0.94,0.4,0,0.11,1.46
"Medal of Honor: Warfighter","PS3",2012,"Action","Electronic Arts",0.47,0.65,0.06,0.28,1.46
"WCW vs the World","PS",1998,"Fighting","THQ",1.17,0.2,0.04,0.05,1.46
"SNK vs. Capcom: The Match of the Millennium","PSP",2006,"Fighting","Sega",0.53,0.58,0,0.35,1.46
"LEGO City Undercover","3DS",2013,"Platform","Nintendo",0.51,0.75,0.07,0.12,1.46
"Onimusha 3: Demon Siege","PS2",2004,"Action","Capcom",0.37,0.47,0.54,0.07,1.45
"Diablo III","X360",2013,"Role-Playing","Activision",0.89,0.44,0,0.12,1.45
"Batman: Arkham Knight","XOne",2015,"Action","Warner Bros. Interactive Entertainment",0.86,0.46,0,0.13,1.45
"BioShock","PS3",2008,"Shooter","Take-Two Interactive",0.75,0.49,0.01,0.21,1.45
"Red Dead Revolver","PS2",2004,"Shooter","Take-Two Interactive",0.71,0.55,0,0.19,1.45
"Anno 2070","PC",2011,"Strategy","Ubisoft",0,1.13,0,0.32,1.45
"Resident Evil: Outbreak","PS2",2003,"Action","Capcom",0.54,0.35,0.46,0.1,1.45
"Smarty Pants","Wii",2007,"Misc","Electronic Arts",0.53,0.76,0,0.16,1.45
"Tamagotchi","GB",1996,"Simulation","Namco Bandai Games",0,0,1.44,0.01,1.45
"4 Nin uchi Mahjong","NES",1984,"Misc","Nintendo",0,0,1.45,0,1.45
"Dragon Ball Z","SNES",1993,"Fighting","Namco Bandai Games",0,0,1.45,0,1.45
"Game de Hakken!! Tamagotchi 2","GB",1997,"Simulation","Namco Bandai Games",0,0,1.44,0.01,1.45
"Namco Museum 64","N64",1999,"Misc","Namco Bandai Games",1.24,0.17,0.03,0.01,1.45
"Hasbro Family Game Night","Wii",2008,"Puzzle","Electronic Arts",0.97,0.34,0,0.13,1.45
"Dragon Quest Monsters: Joker 2","DS",2010,"Role-Playing","Square Enix",0.11,0.08,1.24,0.02,1.45
"Tony Hawk's American Wasteland (Weekly american sales)","PS2",2005,"Sports","Activision",1.38,0.05,0,0.02,1.45
"My Word Coach","DS",2007,"Misc","Ubisoft",0.37,0.9,0,0.18,1.45
"Hello Kitty Party","DS",2007,"Misc","Rising Star Games",0.79,0.53,0,0.13,1.44
"SingStar Pop","PS2",2007,"Misc","Sony Computer Entertainment",0.04,1.08,0,0.32,1.44
"Sonic Rivals","PSP",2006,"Racing","Sega",0.73,0.42,0,0.28,1.44
"SimCity (2013)","PC",2013,"Simulation","Electronic Arts",0.48,0.77,0,0.19,1.44
"Kirby Super Star","SNES",1996,"Platform","Nintendo",0.26,0.07,1.09,0.02,1.44
"Far Cry 4","PS3",2014,"Shooter","Ubisoft",0.33,0.79,0.08,0.23,1.44
"WWE SmackDown vs Raw 2008","X360",2007,"Fighting","THQ",0.92,0.38,0,0.13,1.44
"Kinect Joy Ride","X360",2010,"Racing","Microsoft Game Studios",0.92,0.4,0,0.12,1.44
"Rayman Raving Rabbids","Wii",2006,"Misc","Ubisoft",1.23,0.07,0.02,0.11,1.44
"Need for Speed Rivals","PS3",2013,"Racing","Electronic Arts",0.33,0.74,0.05,0.31,1.44
